"KO"	"extracted_text"
"157628"	"K03320"	"TRINITY_DN525101_c0_g1_i1"
"157634"	"K01359"	"TRINITY_DN525478_c0_g1_i1"
"157635"	"K01359"	"TRINITY_DN525478_c0_g2_i1"
"157636"	"K08057"	"TRINITY_DN525546_c0_g1_i1"
"157638"	"K08341"	"TRINITY_DN5259_c0_g1_i1"
"157644"	"K13617"	"TRINITY_DN526498_c0_g1_i1"
"157646"	"K02836"	"TRINITY_DN52651_c0_g1_i1"
"157652"	"K00333"	"TRINITY_DN526839_c0_g1_i2"
"157654"	"K11419"	"TRINITY_DN527051_c0_g1_i1"
"157660"	"K13103"	"TRINITY_DN527318_c0_g2_i1"
"157669"	"K13345"	"TRINITY_DN527799_c0_g1_i1"
"157671"	"K01230"	"TRINITY_DN527915_c0_g1_i1"
"157672"	"K00134"	"TRINITY_DN52792_c0_g1_i1"
"157673"	"K22856"	"TRINITY_DN52796_c0_g1_i1"
"157676"	"K01338"	"TRINITY_DN528135_c0_g1_i1"
"157684"	"K12960"	"TRINITY_DN528747_c0_g1_i1"
"157686"	"K01480"	"TRINITY_DN528899_c0_g1_i1"
"157688"	"K00019"	"TRINITY_DN5289_c0_g1_i1"
"157691"	"K13304"	"TRINITY_DN529016_c0_g1_i1"
"157694"	"K06147"	"TRINITY_DN52929_c0_g3_i1"
"157696"	"K15738"	"TRINITY_DN529344_c0_g1_i1"
"157705"	"K20350"	"TRINITY_DN529892_c0_g1_i1"
"157708"	"K02940"	"TRINITY_DN52999_c0_g1_i1"
"157709"	"K02940"	"TRINITY_DN52999_c0_g2_i1"
"157711"	"K00986"	"TRINITY_DN53003_c0_g1_i2"
"157713"	"K02183"	"TRINITY_DN530041_c0_g1_i1"
"157717"	"K14777"	"TRINITY_DN530382_c0_g1_i2"
"157719"	"K02998"	"TRINITY_DN5304_c0_g3_i1"
"157720"	"K01610"	"TRINITY_DN530596_c0_g1_i1"
"157721"	"K18423"	"TRINITY_DN530611_c0_g1_i1"
"157723"	"K02406"	"TRINITY_DN530813_c0_g1_i1"
"157726"	"K02918"	"TRINITY_DN530913_c0_g1_i1"
"157738"	"K03136"	"TRINITY_DN53134_c0_g1_i8"
"157740"	"K02936"	"TRINITY_DN53138_c0_g1_i1"
"157741"	"K03017"	"TRINITY_DN531392_c0_g1_i1"
"157751"	"K14795"	"TRINITY_DN531768_c0_g1_i1"
"157754"	"K03553"	"TRINITY_DN5318_c0_g1_i14"
"157756"	"K03553"	"TRINITY_DN5318_c0_g1_i5"
"157757"	"K03553"	"TRINITY_DN5318_c0_g1_i9"
"157760"	"K02947"	"TRINITY_DN532149_c3_g1_i1"
"157762"	"K06184"	"TRINITY_DN532372_c0_g1_i1"
"157763"	"K15305"	"TRINITY_DN532378_c0_g1_i1"
"157764"	"K12795"	"TRINITY_DN53237_c0_g1_i1"
"157769"	"K02639"	"TRINITY_DN532821_c0_g1_i1"
"157773"	"K03429"	"TRINITY_DN532872_c0_g1_i1"
"157779"	"K12368"	"TRINITY_DN53311_c1_g1_i1"
"157780"	"K12368"	"TRINITY_DN53311_c2_g1_i1"
"157784"	"K00990"	"TRINITY_DN53354_c1_g1_i1"
"157785"	"K13628"	"TRINITY_DN53362_c0_g1_i1"
"157788"	"K15889"	"TRINITY_DN533823_c0_g1_i1"
"157790"	"K21572"	"TRINITY_DN533952_c0_g1_i1"
"157791"	"K01426"	"TRINITY_DN533953_c0_g1_i1"
"157797"	"K01738"	"TRINITY_DN534300_c0_g1_i1"
"157799"	"K14324"	"TRINITY_DN534518_c0_g1_i1"
"157801"	"K02092"	"TRINITY_DN534689_c0_g1_i2"
"157805"	"K01869"	"TRINITY_DN534960_c0_g1_i1"
"157807"	"K09053"	"TRINITY_DN535078_c0_g1_i1"
"157809"	"K02067"	"TRINITY_DN535265_c0_g1_i1"
"157812"	"K00128"	"TRINITY_DN53550_c0_g1_i2"
"157817"	"K02890"	"TRINITY_DN5360_c0_g2_i1"
"157818"	"K13051"	"TRINITY_DN536190_c1_g1_i1"
"157824"	"K03549"	"TRINITY_DN53663_c0_g1_i2"
"157829"	"K01715"	"TRINITY_DN537069_c0_g1_i1"
"157830"	"K04699"	"TRINITY_DN53715_c7_g1_i1"
"157833"	"K13525"	"TRINITY_DN537204_c0_g1_i1"
"157835"	"K00698"	"TRINITY_DN537331_c0_g1_i1"
"157839"	"K17589"	"TRINITY_DN537584_c0_g1_i1"
"157842"	"K07085"	"TRINITY_DN53770_c0_g1_i1"
"157846"	"K01897"	"TRINITY_DN537934_c0_g1_i1"
"157847"	"K09971"	"TRINITY_DN537962_c0_g1_i1"
"157854"	"K00451"	"TRINITY_DN538185_c0_g1_i1"
"157855"	"K04078"	"TRINITY_DN538221_c0_g1_i1"
"157859"	"K11808"	"TRINITY_DN538634_c0_g1_i1"
"157863"	"K17751"	"TRINITY_DN538_c1_g1_i1"
"157864"	"K17751"	"TRINITY_DN538_c1_g1_i2"
"157865"	"K17751"	"TRINITY_DN538_c1_g2_i1"
"157869"	"K02650"	"TRINITY_DN539351_c0_g1_i1"
"157872"	"K01728"	"TRINITY_DN5395_c0_g1_i1"
"157873"	"K03561"	"TRINITY_DN539620_c0_g1_i1"
"157874"	"K10356"	"TRINITY_DN539821_c0_g1_i1"
"157883"	"K20028"	"TRINITY_DN540388_c0_g1_i1"
"157884"	"K22447"	"TRINITY_DN540448_c0_g1_i1"
"157891"	"K10767"	"TRINITY_DN540902_c0_g2_i1"
"157893"	"K23563"	"TRINITY_DN540933_c0_g1_i1"
"157894"	"K02601"	"TRINITY_DN5409_c0_g1_i1"
"157895"	"K00921"	"TRINITY_DN541029_c0_g2_i1"
"157897"	"K13131"	"TRINITY_DN5411_c0_g1_i3"
"157900"	"K22762"	"TRINITY_DN541519_c0_g2_i1"
"157903"	"K00764"	"TRINITY_DN541845_c0_g1_i1"
"157910"	"K14411"	"TRINITY_DN54292_c0_g1_i4"
"157911"	"K12741"	"TRINITY_DN54292_c0_g2_i1"
"157912"	"K10418"	"TRINITY_DN543291_c0_g1_i1"
"157913"	"K03407"	"TRINITY_DN543312_c0_g1_i1"
"157916"	"K09779"	"TRINITY_DN543636_c0_g1_i1"
"157918"	"K20283"	"TRINITY_DN543673_c0_g2_i1"
"157919"	"K14808"	"TRINITY_DN543729_c0_g1_i1"
"157921"	"K00763"	"TRINITY_DN54390_c0_g1_i2"
"157922"	"K16264"	"TRINITY_DN54392_c0_g1_i1"
"157923"	"K01647"	"TRINITY_DN543970_c0_g2_i1"
"157924"	"K17943"	"TRINITY_DN54436_c0_g1_i2"
"157925"	"K17943"	"TRINITY_DN54436_c0_g1_i4"
"157931"	"K00522"	"TRINITY_DN54486_c0_g2_i1"
"157934"	"K26544"	"TRINITY_DN544924_c0_g1_i1"
"157943"	"K17751"	"TRINITY_DN54523_c0_g1_i1"
"157952"	"K03327"	"TRINITY_DN546037_c0_g1_i2"
"157955"	"K19761"	"TRINITY_DN546320_c0_g1_i1"
"157956"	"K02939"	"TRINITY_DN546382_c0_g1_i1"
"157963"	"K07277"	"TRINITY_DN547035_c0_g1_i1"
"157973"	"K03969"	"TRINITY_DN547882_c0_g1_i1"
"157975"	"K02035"	"TRINITY_DN54810_c0_g1_i2"
"157979"	"K01790"	"TRINITY_DN548249_c0_g1_i1"
"157983"	"K00934"	"TRINITY_DN548360_c0_g2_i1"
"157984"	"K12567"	"TRINITY_DN548389_c0_g1_i1"
"157985"	"K08094"	"TRINITY_DN54863_c0_g1_i1"
"157993"	"K20915"	"TRINITY_DN549128_c0_g2_i1"
"157995"	"K01535"	"TRINITY_DN549238_c0_g1_i1"
"157996"	"K01802"	"TRINITY_DN549278_c0_g1_i1"
"157998"	"K17266"	"TRINITY_DN549548_c0_g1_i1"
"158000"	"K02894"	"TRINITY_DN549812_c0_g2_i1"
"158004"	"K07151"	"TRINITY_DN549913_c0_g3_i1"
"158010"	"K11801"	"TRINITY_DN550236_c0_g1_i1"
"158011"	"K02040"	"TRINITY_DN550339_c0_g1_i1"
"158013"	"K21867"	"TRINITY_DN55072_c0_g1_i2"
"158014"	"K11699"	"TRINITY_DN55075_c0_g1_i3"
"158025"	"K12817"	"TRINITY_DN551247_c0_g1_i1"
"158027"	"K04859"	"TRINITY_DN551487_c0_g2_i1"
"158028"	"K04859"	"TRINITY_DN551487_c0_g2_i3"
"158031"	"K01738"	"TRINITY_DN551713_c0_g1_i1"
"158033"	"K13199"	"TRINITY_DN55181_c0_g1_i3"
"158039"	"K22698"	"TRINITY_DN55207_c0_g1_i3"
"158046"	"K04634"	"TRINITY_DN552441_c0_g1_i1"
"158049"	"K03737"	"TRINITY_DN55283_c0_g2_i1"
"158050"	"K01915"	"TRINITY_DN553100_c0_g1_i1"
"158051"	"K07080"	"TRINITY_DN553124_c0_g1_i2"
"158052"	"K02863"	"TRINITY_DN553142_c0_g1_i1"
"158065"	"K03086"	"TRINITY_DN553811_c0_g1_i1"
"158071"	"K14009"	"TRINITY_DN554043_c0_g1_i1"
"158073"	"K00967"	"TRINITY_DN554346_c0_g1_i1"
"158076"	"K20074"	"TRINITY_DN554434_c0_g1_i1"
"158078"	"K19326"	"TRINITY_DN55456_c0_g1_i1"
"158081"	"K02417"	"TRINITY_DN554643_c0_g1_i1"
"158082"	"K04758"	"TRINITY_DN554682_c0_g1_i1"
"158091"	"K03952"	"TRINITY_DN555306_c0_g1_i3"
"158092"	"K06583"	"TRINITY_DN555337_c0_g1_i1"
"158095"	"K03671"	"TRINITY_DN555609_c0_g1_i1"
"158096"	"K01315"	"TRINITY_DN555652_c0_g1_i1"
"158098"	"K00015"	"TRINITY_DN555962_c0_g1_i1"
"158102"	"K12471"	"TRINITY_DN556612_c0_g1_i7"
"158105"	"K00411"	"TRINITY_DN557230_c1_g1_i1"
"158107"	"K03671"	"TRINITY_DN557332_c0_g2_i1"
"158109"	"K06013"	"TRINITY_DN557439_c0_g1_i1"
"158111"	"K09969"	"TRINITY_DN557453_c0_g1_i1"
"158122"	"K01006"	"TRINITY_DN5586_c1_g1_i2"
"158123"	"K01006"	"TRINITY_DN5586_c1_g1_i5"
"158124"	"K01006"	"TRINITY_DN5586_c1_g1_i8"
"158125"	"K01006"	"TRINITY_DN5586_c1_g1_i9"
"158127"	"K15731"	"TRINITY_DN5588_c0_g2_i1"
"158131"	"K03704"	"TRINITY_DN55910_c0_g2_i1"
"158132"	"K03704"	"TRINITY_DN55910_c1_g1_i1"
"158138"	"K02783"	"TRINITY_DN559677_c0_g1_i1"
"158139"	"K08927"	"TRINITY_DN5598_c0_g2_i2"
"158140"	"K08927"	"TRINITY_DN5598_c0_g3_i4"
"158147"	"K01736"	"TRINITY_DN5601_c0_g1_i1"
"158149"	"K07936"	"TRINITY_DN56050_c2_g1_i1"
"158152"	"K00024"	"TRINITY_DN560818_c0_g1_i1"
"158157"	"K02634"	"TRINITY_DN56123_c0_g1_i2"
"158159"	"K03691"	"TRINITY_DN561424_c0_g1_i1"
"158160"	"K01965"	"TRINITY_DN561464_c3_g1_i1"
"158163"	"K01870"	"TRINITY_DN561864_c0_g1_i1"
"158165"	"K11254"	"TRINITY_DN56191_c0_g1_i1"
"158168"	"K17266"	"TRINITY_DN562154_c0_g1_i1"
"158170"	"K07814"	"TRINITY_DN562616_c0_g1_i1"
"158171"	"K23025"	"TRINITY_DN562747_c0_g1_i1"
"158179"	"K02283"	"TRINITY_DN56320_c7_g1_i1"
"158190"	"K02916"	"TRINITY_DN563855_c0_g1_i1"
"158193"	"K06217"	"TRINITY_DN564194_c0_g1_i1"
"158194"	"K08073"	"TRINITY_DN564226_c0_g1_i1"
"158195"	"K15371"	"TRINITY_DN564304_c0_g1_i1"
"158196"	"K11840"	"TRINITY_DN564307_c0_g1_i1"
"158198"	"K05359"	"TRINITY_DN564387_c0_g1_i1"
"158199"	"K03946"	"TRINITY_DN564545_c0_g1_i1"
"158202"	"K09710"	"TRINITY_DN564625_c0_g1_i1"
"158205"	"K07791"	"TRINITY_DN56473_c0_g2_i1"
"158206"	"K02035"	"TRINITY_DN564745_c0_g1_i4"
"158212"	"K00799"	"TRINITY_DN565114_c0_g1_i1"
"158216"	"K03106"	"TRINITY_DN565261_c0_g1_i1"
"158221"	"K12567"	"TRINITY_DN565632_c0_g1_i1"
"158222"	"K17751"	"TRINITY_DN565728_c0_g1_i1"
"158223"	"K18422"	"TRINITY_DN565792_c0_g1_i2"
"158224"	"K16860"	"TRINITY_DN565807_c0_g1_i1"
"158225"	"K00962"	"TRINITY_DN565823_c0_g1_i1"
"158227"	"K20295"	"TRINITY_DN565842_c0_g1_i1"
"158230"	"K23163"	"TRINITY_DN566021_c0_g4_i1"
"158231"	"K11337"	"TRINITY_DN566055_c1_g1_i1"
"158232"	"K10590"	"TRINITY_DN566089_c0_g1_i1"
"158233"	"K21763"	"TRINITY_DN5660_c0_g2_i4"
"158234"	"K23960"	"TRINITY_DN566329_c0_g1_i1"
"158235"	"K23960"	"TRINITY_DN566329_c0_g1_i3"
"158238"	"K09291"	"TRINITY_DN56639_c1_g1_i1"
"158239"	"K02995"	"TRINITY_DN566401_c0_g1_i1"
"158256"	"K03098"	"TRINITY_DN567169_c0_g1_i1"
"158258"	"K00318"	"TRINITY_DN56743_c0_g1_i4"
"158259"	"K03781"	"TRINITY_DN567477_c0_g1_i1"
"158261"	"K11968"	"TRINITY_DN56769_c0_g1_i10"
"158262"	"K11968"	"TRINITY_DN56769_c0_g1_i4"
"158264"	"K16803"	"TRINITY_DN567795_c0_g1_i1"
"158267"	"K10615"	"TRINITY_DN56791_c2_g2_i1"
"158268"	"K04077"	"TRINITY_DN567926_c0_g1_i1"
"158269"	"K08939"	"TRINITY_DN567926_c0_g3_i1"
"158271"	"K06052"	"TRINITY_DN567952_c0_g1_i1"
"158284"	"K03882"	"TRINITY_DN56817_c0_g1_i6"
"158290"	"K01999"	"TRINITY_DN568325_c0_g1_i2"
"158292"	"K07249"	"TRINITY_DN568426_c0_g1_i1"
"158294"	"K01265"	"TRINITY_DN56848_c0_g1_i2"
"158295"	"K02946"	"TRINITY_DN568546_c0_g1_i1"
"158302"	"K02343"	"TRINITY_DN568648_c0_g1_i2"
"158304"	"K03924"	"TRINITY_DN568657_c0_g1_i1"
"158306"	"K00030"	"TRINITY_DN568686_c0_g1_i1"
"158307"	"K02188"	"TRINITY_DN568708_c0_g1_i1"
"158308"	"K06891"	"TRINITY_DN56870_c1_g1_i1"
"158311"	"K03086"	"TRINITY_DN568813_c0_g1_i2"
"158314"	"K00919"	"TRINITY_DN568832_c0_g1_i1"
"158317"	"K01134"	"TRINITY_DN568890_c0_g1_i2"
"158318"	"K07767"	"TRINITY_DN568905_c0_g2_i2"
"158321"	"K09404"	"TRINITY_DN568979_c0_g1_i1"
"158322"	"K09404"	"TRINITY_DN568979_c0_g1_i2"
"158324"	"K06569"	"TRINITY_DN569047_c0_g2_i1"
"158338"	"K01899"	"TRINITY_DN569511_c0_g2_i1"
"158339"	"K03178"	"TRINITY_DN569518_c0_g1_i1"
"158342"	"K14449"	"TRINITY_DN569541_c0_g1_i1"
"158343"	"K14449"	"TRINITY_DN569541_c0_g1_i2"
"158355"	"K08657"	"TRINITY_DN569667_c0_g1_i1"
"158356"	"K01265"	"TRINITY_DN56971_c0_g2_i1"
"158358"	"K05841"	"TRINITY_DN569752_c0_g2_i1"
"158362"	"K00413"	"TRINITY_DN56987_c0_g1_i1"
"158363"	"K24205"	"TRINITY_DN56988_c0_g3_i1"
"158365"	"K02469"	"TRINITY_DN56990_c0_g1_i1"
"158366"	"K14497"	"TRINITY_DN56993_c0_g1_i3"
"158369"	"K08389"	"TRINITY_DN57004_c0_g2_i4"
"158370"	"K08389"	"TRINITY_DN57004_c0_g2_i5"
"158371"	"K02911"	"TRINITY_DN570130_c0_g2_i1"
"158374"	"K14454"	"TRINITY_DN570223_c0_g2_i1"
"158377"	"K03321"	"TRINITY_DN570310_c2_g2_i3"
"158379"	"K06269"	"TRINITY_DN570485_c0_g1_i1"
"158381"	"K02302"	"TRINITY_DN570631_c0_g1_i1"
"158383"	"K03544"	"TRINITY_DN570678_c0_g1_i1"
"158385"	"K10661"	"TRINITY_DN570709_c0_g1_i1"
"158386"	"K00077"	"TRINITY_DN570810_c0_g1_i1"
"158389"	"K05592"	"TRINITY_DN570946_c0_g2_i1"
"158390"	"K01077"	"TRINITY_DN570960_c0_g2_i1"
"158392"	"K14498"	"TRINITY_DN5709_c0_g1_i1"
"158393"	"K14498"	"TRINITY_DN5709_c0_g1_i6"
"158394"	"K14498"	"TRINITY_DN5709_c2_g1_i1"
"158397"	"K14403"	"TRINITY_DN571025_c0_g2_i1"
"158401"	"K15494"	"TRINITY_DN571277_c2_g1_i1"
"158402"	"K11584"	"TRINITY_DN57135_c0_g1_i1"
"158403"	"K00627"	"TRINITY_DN57135_c0_g1_i13"
"158404"	"K11584"	"TRINITY_DN57135_c0_g1_i2"
"158405"	"K03074"	"TRINITY_DN571368_c0_g1_i1"
"158406"	"K03074"	"TRINITY_DN571368_c0_g2_i1"
"158408"	"K10293"	"TRINITY_DN571442_c0_g1_i1"
"158414"	"K02535"	"TRINITY_DN571553_c0_g1_i1"
"158418"	"K09142"	"TRINITY_DN571707_c0_g1_i1"
"158425"	"K00031"	"TRINITY_DN571796_c0_g1_i1"
"158426"	"K02035"	"TRINITY_DN571870_c0_g1_i1"
"158434"	"K24939"	"TRINITY_DN571985_c0_g1_i1"
"158436"	"K02030"	"TRINITY_DN572133_c1_g1_i1"
"158439"	"K09574"	"TRINITY_DN572166_c0_g1_i2"
"158441"	"K05016"	"TRINITY_DN572302_c0_g1_i1"
"158442"	"K02518"	"TRINITY_DN57231_c0_g1_i1"
"158443"	"K07486"	"TRINITY_DN57237_c0_g1_i1"
"158451"	"K23951"	"TRINITY_DN572569_c0_g1_i1"
"158453"	"K06236"	"TRINITY_DN572651_c0_g1_i1"
"158455"	"K07484"	"TRINITY_DN57278_c0_g1_i1"
"158458"	"K13787"	"TRINITY_DN572845_c0_g1_i1"
"158459"	"K05853"	"TRINITY_DN572851_c0_g1_i1"
"158462"	"K23544"	"TRINITY_DN572885_c0_g1_i1"
"158464"	"K00966"	"TRINITY_DN572899_c0_g1_i2"
"158465"	"K00966"	"TRINITY_DN572899_c1_g1_i1"
"158467"	"K02880"	"TRINITY_DN57300_c0_g1_i1"
"158468"	"K12614"	"TRINITY_DN57311_c0_g1_i1"
"158472"	"K01687"	"TRINITY_DN573195_c0_g1_i1"
"158482"	"K10400"	"TRINITY_DN573339_c0_g1_i1"
"158483"	"K00333"	"TRINITY_DN573364_c0_g1_i1"
"158485"	"K03754"	"TRINITY_DN573471_c0_g1_i1"
"158487"	"K01881"	"TRINITY_DN57351_c0_g1_i1"
"158488"	"K00573"	"TRINITY_DN573584_c0_g2_i1"
"158491"	"K01647"	"TRINITY_DN573711_c0_g1_i1"
"158496"	"K18693"	"TRINITY_DN573859_c0_g1_i1"
"158497"	"K14536"	"TRINITY_DN573886_c0_g1_i1"
"158502"	"K13412"	"TRINITY_DN574100_c0_g1_i1"
"158504"	"K02528"	"TRINITY_DN574212_c0_g1_i1"
"158506"	"K14537"	"TRINITY_DN574291_c0_g1_i1"
"158507"	"K14537"	"TRINITY_DN574291_c0_g2_i1"
"158509"	"K02975"	"TRINITY_DN574347_c0_g1_i1"
"158513"	"K09034"	"TRINITY_DN574433_c0_g1_i4"
"158518"	"K01692"	"TRINITY_DN57457_c0_g1_i1"
"158526"	"K05754"	"TRINITY_DN574737_c0_g1_i2"
"158527"	"K01652"	"TRINITY_DN574746_c0_g1_i2"
"158529"	"K12795"	"TRINITY_DN574867_c0_g2_i1"
"158532"	"K03742"	"TRINITY_DN574970_c0_g1_i1"
"158539"	"K12736"	"TRINITY_DN57502_c4_g1_i1"
"158540"	"K12736"	"TRINITY_DN57502_c4_g2_i1"
"158545"	"K02406"	"TRINITY_DN57525_c0_g1_i2"
"158549"	"K03237"	"TRINITY_DN575303_c0_g1_i1"
"158550"	"K00784"	"TRINITY_DN575316_c0_g1_i1"
"158552"	"K02993"	"TRINITY_DN575530_c0_g1_i1"
"158556"	"K03447"	"TRINITY_DN575658_c0_g1_i1"
"158557"	"K14138"	"TRINITY_DN575664_c0_g1_i1"
"158565"	"K08956"	"TRINITY_DN575970_c0_g2_i1"
"158568"	"K21436"	"TRINITY_DN576035_c0_g2_i1"
"158569"	"K07216"	"TRINITY_DN576104_c0_g2_i1"
"158571"	"K00847"	"TRINITY_DN576290_c0_g1_i2"
"158572"	"K01999"	"TRINITY_DN576362_c0_g1_i1"
"158574"	"K00981"	"TRINITY_DN576392_c0_g1_i1"
"158579"	"K02996"	"TRINITY_DN576533_c0_g1_i1"
"158581"	"K06941"	"TRINITY_DN576601_c0_g1_i1"
"158583"	"K17499"	"TRINITY_DN576623_c1_g1_i1"
"158587"	"K02108"	"TRINITY_DN576803_c0_g1_i1"
"158589"	"K21929"	"TRINITY_DN576829_c0_g2_i1"
"158590"	"K25885"	"TRINITY_DN576945_c0_g2_i1"
"158595"	"K06460"	"TRINITY_DN577154_c0_g1_i1"
"158599"	"K02946"	"TRINITY_DN577235_c0_g1_i1"
"158600"	"K03704"	"TRINITY_DN57726_c0_g1_i3"
"158604"	"K14566"	"TRINITY_DN577363_c0_g1_i2"
"158608"	"K12340"	"TRINITY_DN577442_c0_g2_i1"
"158610"	"K23377"	"TRINITY_DN577565_c0_g1_i1"
"158616"	"K15042"	"TRINITY_DN577831_c0_g2_i1"
"158617"	"K00244"	"TRINITY_DN577850_c1_g1_i1"
"158622"	"K02703"	"TRINITY_DN57802_c2_g1_i1"
"158630"	"K09250"	"TRINITY_DN5781_c0_g1_i1"
"158631"	"K10236"	"TRINITY_DN578216_c0_g1_i1"
"158633"	"K10357"	"TRINITY_DN578314_c0_g2_i1"
"158634"	"K03046"	"TRINITY_DN578348_c0_g1_i1"
"158642"	"K03320"	"TRINITY_DN57867_c0_g1_i8"
"158643"	"K03320"	"TRINITY_DN57867_c0_g2_i2"
"158646"	"K02035"	"TRINITY_DN57870_c1_g3_i1"
"158649"	"K00496"	"TRINITY_DN578939_c0_g1_i1"
"158653"	"K08770"	"TRINITY_DN578_c0_g1_i5"
"158657"	"K00231"	"TRINITY_DN579231_c0_g1_i1"
"158658"	"K09660"	"TRINITY_DN579264_c0_g1_i1"
"158659"	"K12132"	"TRINITY_DN579380_c0_g2_i1"
"158664"	"K01210"	"TRINITY_DN579514_c0_g1_i1"
"158666"	"K00413"	"TRINITY_DN579716_c0_g1_i1"
"158672"	"K02902"	"TRINITY_DN580006_c0_g1_i1"
"158679"	"K07692"	"TRINITY_DN580174_c0_g1_i1"
"158690"	"K07491"	"TRINITY_DN580363_c0_g1_i1"
"158694"	"K08853"	"TRINITY_DN580661_c0_g1_i1"
"158699"	"K15192"	"TRINITY_DN580771_c0_g1_i1"
"158700"	"K00600"	"TRINITY_DN580815_c0_g1_i1"
"158701"	"K00600"	"TRINITY_DN580815_c0_g2_i1"
"158707"	"K03641"	"TRINITY_DN580979_c0_g1_i1"
"158708"	"K22936"	"TRINITY_DN581007_c0_g1_i1"
"158711"	"K07888"	"TRINITY_DN581023_c0_g1_i1"
"158714"	"K00327"	"TRINITY_DN581106_c0_g1_i5"
"158715"	"K00327"	"TRINITY_DN581106_c0_g1_i7"
"158716"	"K00327"	"TRINITY_DN581106_c0_g1_i8"
"158717"	"K03704"	"TRINITY_DN581254_c0_g2_i1"
"158722"	"K03530"	"TRINITY_DN5814_c0_g1_i1"
"158725"	"K15601"	"TRINITY_DN581607_c0_g1_i2"
"158726"	"K00544"	"TRINITY_DN581620_c0_g2_i1"
"158729"	"K04034"	"TRINITY_DN581735_c0_g1_i1"
"158750"	"K03496"	"TRINITY_DN582224_c0_g1_i1"
"158753"	"K01379"	"TRINITY_DN582333_c0_g1_i1"
"158758"	"K04039"	"TRINITY_DN58251_c0_g1_i1"
"158760"	"K23887"	"TRINITY_DN582629_c0_g1_i1"
"158773"	"K07180"	"TRINITY_DN583022_c0_g1_i1"
"158775"	"K03403"	"TRINITY_DN583103_c0_g1_i1"
"158780"	"K06238"	"TRINITY_DN583169_c0_g1_i1"
"158781"	"K11275"	"TRINITY_DN58316_c0_g1_i2"
"158790"	"K02358"	"TRINITY_DN583521_c0_g1_i1"
"158800"	"K04281"	"TRINITY_DN584028_c0_g1_i1"
"158801"	"K17267"	"TRINITY_DN584071_c0_g1_i2"
"158803"	"K03076"	"TRINITY_DN584130_c0_g2_i1"
"158805"	"K14966"	"TRINITY_DN584188_c0_g1_i1"
"158806"	"K02985"	"TRINITY_DN584203_c0_g4_i2"
"158809"	"K11835"	"TRINITY_DN584300_c0_g1_i1"
"158810"	"K21343"	"TRINITY_DN584300_c0_g3_i1"
"158817"	"K06981"	"TRINITY_DN584569_c0_g1_i1"
"158820"	"K01210"	"TRINITY_DN584719_c0_g1_i1"
"158821"	"K21071"	"TRINITY_DN584759_c0_g1_i1"
"158823"	"K00645"	"TRINITY_DN584875_c0_g1_i1"
"158824"	"K00645"	"TRINITY_DN584875_c0_g2_i1"
"158830"	"K24688"	"TRINITY_DN585242_c0_g2_i1"
"158831"	"K04499"	"TRINITY_DN585289_c0_g1_i1"
"158832"	"K00729"	"TRINITY_DN585443_c0_g1_i1"
"158836"	"K12737"	"TRINITY_DN585694_c0_g1_i1"
"158838"	"K12876"	"TRINITY_DN585780_c0_g1_i1"
"158839"	"K14996"	"TRINITY_DN585793_c0_g1_i1"
"158841"	"K00262"	"TRINITY_DN585883_c0_g1_i1"
"158843"	"K13131"	"TRINITY_DN585935_c0_g1_i1"
"158848"	"K01999"	"TRINITY_DN586141_c0_g1_i1"
"158849"	"K14820"	"TRINITY_DN58617_c0_g1_i2"
"158853"	"K13924"	"TRINITY_DN586227_c0_g2_i1"
"158854"	"K08638"	"TRINITY_DN586253_c0_g2_i1"
"158855"	"K05973"	"TRINITY_DN586304_c0_g1_i1"
"158861"	"K02902"	"TRINITY_DN586550_c0_g1_i1"
"158867"	"K02128"	"TRINITY_DN586755_c0_g1_i2"
"158871"	"K09479"	"TRINITY_DN586941_c0_g1_i1"
"158872"	"K00394"	"TRINITY_DN586944_c0_g1_i1"
"158873"	"K06499"	"TRINITY_DN586969_c0_g2_i1"
"158874"	"K03428"	"TRINITY_DN586970_c0_g1_i1"
"158878"	"K13989"	"TRINITY_DN587069_c0_g2_i1"
"158880"	"K02670"	"TRINITY_DN587127_c0_g1_i1"
"158883"	"K01965"	"TRINITY_DN587237_c0_g1_i1"
"158885"	"K12483"	"TRINITY_DN587283_c0_g1_i1"
"158886"	"K14005"	"TRINITY_DN587306_c0_g1_i1"
"158893"	"K13094"	"TRINITY_DN587689_c0_g1_i1"
"158897"	"K03088"	"TRINITY_DN58775_c0_g1_i1"
"158898"	"K03088"	"TRINITY_DN58775_c0_g1_i3"
"158910"	"K24886"	"TRINITY_DN5880_c0_g1_i22"
"158912"	"K03111"	"TRINITY_DN58820_c0_g1_i1"
"158916"	"K09422"	"TRINITY_DN5884_c0_g1_i18"
"158920"	"K16499"	"TRINITY_DN588600_c0_g2_i1"
"158923"	"K03737"	"TRINITY_DN588736_c0_g3_i1"
"158930"	"K02962"	"TRINITY_DN589064_c0_g1_i1"
"158939"	"K00240"	"TRINITY_DN589201_c0_g1_i1"
"158940"	"K00239"	"TRINITY_DN589201_c0_g4_i1"
"158943"	"K23438"	"TRINITY_DN589351_c0_g1_i1"
"158946"	"K13962"	"TRINITY_DN589398_c0_g2_i1"
"158951"	"K01802"	"TRINITY_DN589544_c0_g2_i1"
"158953"	"K11940"	"TRINITY_DN589632_c0_g1_i3"
"158954"	"K14848"	"TRINITY_DN589651_c0_g1_i1"
