Seq	Level1	Level2	Level3	Level4	Level5	Level6	Level7
Seq27345	Eukaryota	SAR	Rhizaria	Cercozoa	Ascetosporea	Haplosporida	Haplosporida
Seq27346	Eukaryota	SAR	Rhizaria	Cercozoa	Ascetosporea	Haplosporida	Bonamia
Seq27347	Eukaryota	SAR	Rhizaria	Cercozoa	Ascetosporea	Haplosporida	Haplosporidium
Seq27348	Eukaryota	SAR	Rhizaria	Cercozoa	Ascetosporea	Haplosporida	Haplosporidium louisiana
Seq27349	Eukaryota	SAR	Rhizaria	Cercozoa	Ascetosporea	Haplosporida	Haplosporidium nelsoni
Seq27350	Eukaryota	SAR	Rhizaria	Cercozoa	Ascetosporea	Haplosporida	Haplosporidium pinnae
Seq27351	Eukaryota	SAR	Rhizaria	Cercozoa	Ascetosporea	Haplosporida	Minchinia
Seq27352	Eukaryota	SAR	Rhizaria	Cercozoa	Ascetosporea	Haplosporida	Urosporidium
Seq27353	Eukaryota	SAR	Rhizaria	Cercozoa	Ascetosporea	Haplosporidian parasite of Pandalus platyceros	Haplosporidian parasite of Pandalus platyceros
Seq27354	Eukaryota	SAR	Rhizaria	Cercozoa	Ascetosporea	Paradiniidae	Paradinium
Seq27355	Eukaryota	SAR	Rhizaria	Cercozoa	Ascetosporea	haplosporidian parasite of Haliotis iris	haplosporidian parasite of Haliotis iris
Seq27356	Eukaryota	SAR	Rhizaria	Cercozoa	Ascetosporea	uncultured Cercozoa	uncultured Cercozoa
Seq27357	Eukaryota	SAR	Rhizaria	Cercozoa	Ascetosporea	uncultured Haplosporidia	uncultured Haplosporidia
Seq27358	Eukaryota	SAR	Rhizaria	Cercozoa	Ascetosporea	uncultured eukaryote	uncultured eukaryote
Seq27359	Eukaryota	SAR	Rhizaria	Cercozoa	Athalamea environmental sample	Athalamea environmental sample	Athalamea environmental sample
Seq27360	Eukaryota	SAR	Rhizaria	Cercozoa	Basal Group T	Basal Group T	Basal Group T
Seq27361	Eukaryota	SAR	Rhizaria	Cercozoa	Basal Group T	Clautriavia biflagellata	Clautriavia biflagellata
Seq27362	Eukaryota	SAR	Rhizaria	Cercozoa	Basal Group T	uncultured Cercozoa	uncultured Cercozoa
Seq27363	Eukaryota	SAR	Rhizaria	Cercozoa	Basal Group T	uncultured Rhizaria	uncultured Rhizaria
Seq27364	Eukaryota	SAR	Rhizaria	Cercozoa	Basal Group T	uncultured eukaryote	uncultured eukaryote
Seq27365	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonadidae	Cercomonadidae
Seq27366	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Brevimastigomonas sp. RG-2016a	Brevimastigomonas sp. RG-2016a
Seq27367	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cavernomonas	Cavernomonas
Seq27368	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cavernomonas	Cavernomonas mira
Seq27369	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cavernomonas	Cavernomonas stercoris
Seq27370	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas sp. ATCC 50367	Cercomonas sp. ATCC 50367
Seq27371	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas
Seq27372	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonadida sp. C15_1A03
Seq27373	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas agilis
Seq27374	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas alexieffi
Seq27375	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas directa
Seq27376	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas edax
Seq27377	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas jendrali
Seq27378	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas lenta
Seq27379	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas longicauda
Seq27380	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas magna
Seq27381	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas parincurva
Seq27382	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas pellucida
Seq27383	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas phylloplana
Seq27384	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas pigra
Seq27385	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas plasmodialis
Seq27386	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas sp.
Seq27387	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas sp. ATCC 50316
Seq27388	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas sp. ATCC 50319
Seq27389	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas sp. HFCC 900
Seq27390	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas sp. HFCC 906
Seq27391	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas sp. LargeSA
Seq27392	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercomonas volcana
Seq27393	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercozoa sp. ATCC 50407
Seq27394	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Cercozoa sp. COHH 1
Seq27395	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Neocercomonas sp.
Seq27396	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Neocercomonas tuberculata
Seq27397	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	Paracercomonas sp. HFCC 910
Seq27398	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	eukaryotic picoplankton environmental sample
Seq27399	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	metagenome
Seq27400	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	uncultured Cercozoa
Seq27401	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	uncultured Thaumatomonadida
Seq27402	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	uncultured cercomonad
Seq27403	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	uncultured eukaryote
Seq27404	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Cercomonas	uncultured freshwater cercozoan
Seq27405	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Eocercomonas exploratorii	Eocercomonas exploratorii
Seq27406	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Eocercomonas perecta	Eocercomonas perecta
Seq27407	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Eocercomonas	Eocercomonas
Seq27408	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Eocercomonas	Eocercomonas sp. HFCC 907
Seq27409	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Eocercomonas	Eocercomonas tribula
Seq27410	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Metabolomonas	Metabolomonas insania
Seq27411	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Metabolomonas	metagenome
Seq27412	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Nucleocercomonas sp. HFCC 921	Nucleocercomonas sp. HFCC 921
Seq27413	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Paracercomonas	Paracercomonas
Seq27414	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Paracercomonas	Paracercomonas elongata
Seq27415	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Paracercomonas	Paracercomonas kruegeri
Seq27416	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Paracercomonas	Paracercomonas oxoniensis
Seq27417	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Paracercomonas	Paracercomonas proboscata
Seq27418	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Paracercomonas	Paracercomonas saepenatans
Seq27419	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Paracercomonas	Paracercomonas sp.
Seq27420	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Paracercomonas	Paracercomonas sp. HFCC 911
Seq27421	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Paracercomonas	metagenome
Seq27422	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Paracercomonas	uncultured Cercozoa
Seq27423	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Paracercomonas	uncultured cercomonad
Seq27424	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Paracercomonas	uncultured eukaryote
Seq27425	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	Phytocercomonas venanatans	Phytocercomonas venanatans
Seq27426	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	metagenome	metagenome
Seq27427	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	uncultured cercomonad	uncultured cercomonad
Seq27428	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	uncultured eukaryote	uncultured eukaryote
Seq27429	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	uncultured	uncultured
Seq27430	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	uncultured	Cercomonas sp. Tempisque
Seq27431	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	uncultured	Paracercomonas sp. B148
Seq27432	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	uncultured	metagenome
Seq27433	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	uncultured	uncultured Cercozoa
Seq27434	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	uncultured	uncultured Eimeriidae
Seq27435	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	uncultured	uncultured cercomonad
Seq27436	Eukaryota	SAR	Rhizaria	Cercozoa	Cercomonadidae	uncultured	uncultured freshwater cercozoan
Seq27437	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Chlorarachniophyta	Chlorarachniophyta
Seq27438	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Amorphochlora	Amorphochlora amoebiformis
Seq27439	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Bigelowiella	Bigelowiella
Seq27440	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Bigelowiella	Bigelowiella natans
Seq27441	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Bigelowiella	Bigelowiella natans CCMP2755
Seq27442	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Bigelowiella	Chlorarachnion sp. CCMP1408
Seq27443	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Bigelowiella	Chlorarachnion sp. CCMP242
Seq27444	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Bigelowiella	Chlorarachniophyceae sp. BC52
Seq27445	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Chlorarachnion	Chlorarachnion
Seq27446	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Chlorarachnion	Chlorarachnion reptans
Seq27447	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Chlorarachnion	Chlorarachniophyceae sp. ISRO89-6A
Seq27448	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Chlorarachniophyceae sp. BC52	Chlorarachniophyceae sp. BC52
Seq27449	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Gymnochlora	Gymnochlora
Seq27450	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Gymnochlora	Chlorarachniophyceae sp. CCMP2014
Seq27451	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Gymnochlora	Chlorarachniophyceae sp. GA-6
Seq27452	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Gymnochlora	Chlorarachniophyceae sp. P314
Seq27453	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Gymnochlora	Gymnochlora stellata
Seq27454	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Lotharella	Lotharella
Seq27455	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Lotharella	Chlorarachniophyceae sp. P330
Seq27456	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Lotharella	Chlorarachniophyceae sp. P333
Seq27457	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Lotharella	Chlorarachniophyceae sp. RCC375
Seq27458	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Lotharella	Chlorarachniophyceae sp. RCC531
Seq27459	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Lotharella	Lotharella globosa
Seq27460	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Lotharella	Lotharella oceanica
Seq27461	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Lotharella	Lotharella sp. #240
Seq27462	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Lotharella	Lotharella vacuolata
Seq27463	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Minorisa	Minorisa
Seq27464	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Minorisa	Minorisa sp. SRT710
Seq27465	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Minorisa	Minorisa sp. Y-YKI-01
Seq27466	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Minorisa	uncultured Rhizaria
Seq27467	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Minorisa	uncultured eukaryote
Seq27468	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	NOR26	NOR26
Seq27469	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	NOR26	uncultured eukaryote
Seq27470	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	NOR26	uncultured marine eukaryote
Seq27471	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	NOR26	uncultured marine picoeukaryote
Seq27472	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	Viridiuvalis adhaerens	Viridiuvalis adhaerens
Seq27473	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	uncultured eukaryote	uncultured eukaryote
Seq27474	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	uncultured	uncultured
Seq27475	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	uncultured	uncultured Cercozoa
Seq27476	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	uncultured	uncultured chlorarachniophyte
Seq27477	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	uncultured	uncultured eukaryote
Seq27478	Eukaryota	SAR	Rhizaria	Cercozoa	Chlorarachniophyta	uncultured	uncultured marine eukaryote
Seq27479	Eukaryota	SAR	Rhizaria	Cercozoa	Clathrulinidae	Hedriocystis	Hedriocystis
Seq27480	Eukaryota	SAR	Rhizaria	Cercozoa	Clathrulinidae	Hedriocystis	Clathrulina elegans
Seq27481	Eukaryota	SAR	Rhizaria	Cercozoa	Clathrulinidae	Hedriocystis	Hedriocystis reticulata
Seq27482	Eukaryota	SAR	Rhizaria	Cercozoa	Clathrulinidae	Hedriocystis	uncultured eukaryote
Seq27483	Eukaryota	SAR	Rhizaria	Cercozoa	Cyranomonas	Cyranomonas	Cyranomonas
Seq27484	Eukaryota	SAR	Rhizaria	Cercozoa	Cyranomonas	Cyranomonas australis	Cyranomonas australis
Seq27485	Eukaryota	SAR	Rhizaria	Cercozoa	Cyranomonas	uncultured Cercozoa	uncultured Cercozoa
Seq27486	Eukaryota	SAR	Rhizaria	Cercozoa	Cyranomonas	uncultured Rhizaria	uncultured Rhizaria
Seq27487	Eukaryota	SAR	Rhizaria	Cercozoa	Cyranomonas	uncultured eukaryote	uncultured eukaryote
Seq27488	Eukaryota	SAR	Rhizaria	Cercozoa	Fisculla asini	Fisculla asini	Fisculla asini
Seq27489	Eukaryota	SAR	Rhizaria	Cercozoa	Fisculla siemensmai	Fisculla siemensmai	Fisculla siemensmai
Seq27490	Eukaryota	SAR	Rhizaria	Cercozoa	Gazelletta kashiwaensis	Gazelletta kashiwaensis	Gazelletta kashiwaensis
Seq27491	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Glissomonadida	Glissomonadida
Seq27492	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Allantion	Allantion
Seq27493	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Allantion	Allantion sp. CCAP 1906/1
Seq27494	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Allantion	Allapsa vibrans
Seq27495	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Allantion	metagenome
Seq27496	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Allantion	soil flagellate AND11
Seq27497	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Allantion	uncultured Thaumatomonadida
Seq27498	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Bodomorpha	Bodomorpha
Seq27499	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Bodomorpha	Bodomorpha minima
Seq27500	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Bodomorpha	Bodomorpha sp. B118
Seq27501	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Bodomorpha	metagenome
Seq27502	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Bodomorpha	uncultured Cercozoa
Seq27503	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Bodomorpha	uncultured eukaryote
Seq27504	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Heteromita
Seq27505	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Bodomorpha minima
Seq27506	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Bodomorpha sp. HFCC 925
Seq27507	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Bodomorpha sp. HFCC 927
Seq27508	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Bodomorpha sp. HFCC56
Seq27509	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Bodomorpha sp. HFCC57
Seq27510	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Cercozoa sp. A10p145at5
Seq27511	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Cercozoa sp. B128
Seq27512	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Cercozoa sp. B12ap57t2LS
Seq27513	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Cercozoa sp. OfKV
Seq27514	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Cercozoa sp. WA4ap126t6pLS
Seq27515	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Cercozoa sp. WA81p124at18LS
Seq27516	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Corchorus olitorius
Seq27517	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Costa Rica flagellate
Seq27518	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Heteromita globosa
Seq27519	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Heteromita sp. HFCC 923
Seq27520	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Heteromita sp. PRA-74
Seq27521	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Rigidomastix-like sp. SA
Seq27522	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	Spongomonas minima
Seq27523	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	metagenome
Seq27524	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	uncultured Banisveld eukaryote
Seq27525	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	uncultured Cercozoa
Seq27526	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Heteromita	uncultured eukaryote
Seq27527	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Orciraptor	Orciraptor agilis
Seq27528	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Orciraptor	metagenome
Seq27529	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Proleptomonas	Proleptomonas
Seq27530	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Proleptomonas	Proleptomonas faecicola
Seq27531	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Proleptomonas	metagenome
Seq27532	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Viridiraptor	Viridiraptor invadens
Seq27533	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	Viridiraptor	uncultured eukaryote
Seq27534	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	metagenome	metagenome
Seq27535	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	uncultured Eimeriidae	uncultured Eimeriidae
Seq27536	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	uncultured Heteromitidae	uncultured Heteromitidae
Seq27537	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	uncultured Thaumatomonadida	uncultured Thaumatomonadida
Seq27538	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	uncultured eukaryote	uncultured eukaryote
Seq27539	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	uncultured	uncultured
Seq27540	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	uncultured	metagenome
Seq27541	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	uncultured	uncultured Cercozoa
Seq27542	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	uncultured	uncultured Heteromitidae
Seq27543	Eukaryota	SAR	Rhizaria	Cercozoa	Glissomonadida	uncultured	uncultured eukaryote
Seq27544	Eukaryota	SAR	Rhizaria	Cercozoa	Granofilosea	Massisteria	Massisteria
Seq27545	Eukaryota	SAR	Rhizaria	Cercozoa	Granofilosea	Massisteria	Massisteria marina
Seq27546	Eukaryota	SAR	Rhizaria	Cercozoa	Granofilosea	Massisteria	Massisteria voersi
Seq27547	Eukaryota	SAR	Rhizaria	Cercozoa	Granofilosea	Massisteria	Saccharum hybrid cultivar
Seq27548	Eukaryota	SAR	Rhizaria	Cercozoa	Granofilosea	Massisteria	marine metagenome
Seq27549	Eukaryota	SAR	Rhizaria	Cercozoa	Granofilosea	Massisteria	uncultured Rhizaria
Seq27550	Eukaryota	SAR	Rhizaria	Cercozoa	Granofilosea	Massisteria	uncultured eukaryote
Seq27551	Eukaryota	SAR	Rhizaria	Cercozoa	Gromia	Gromia	Gromia
Seq27552	Eukaryota	SAR	Rhizaria	Cercozoa	Gromia	Gromia marmorea	Gromia marmorea
Seq27553	Eukaryota	SAR	Rhizaria	Cercozoa	Gromia	Gromia melinus	Gromia melinus
Seq27554	Eukaryota	SAR	Rhizaria	Cercozoa	Gromia	Gromia oviformis	Gromia oviformis
Seq27555	Eukaryota	SAR	Rhizaria	Cercozoa	Gromia	Gromia sp. MH-2017a	Gromia sp. MH-2017a
Seq27556	Eukaryota	SAR	Rhizaria	Cercozoa	Gromia	Gromia winnetoui	Gromia winnetoui
Seq27557	Eukaryota	SAR	Rhizaria	Cercozoa	Gromia	uncultured eukaryote	uncultured eukaryote
Seq27558	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Imbricatea	Imbricatea
Seq27559	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Auranticordis	Auranticordis quadriverberis
Seq27560	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Marimonadida	Marimonadida
Seq27561	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Marimonadida	BB01-173
Seq27562	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Marimonadida	NAMAKO-15
Seq27563	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Marimonadida	Pseudopirsonia
Seq27564	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Marimonadida	Pseudopirsonia sp.
Seq27565	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Marimonadida	metagenome
Seq27566	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Marimonadida	uncultured eukaryote
Seq27567	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Novel Clade 3	uncultured Cercozoa
Seq27568	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Nudifila	Nudifila
Seq27569	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Nudifila	Nudifila producta
Seq27570	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Nudifila	Thaumatomastigidae environmental sample
Seq27571	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Nudifila	metagenome
Seq27572	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Nudifila	uncultured marine picoeukaryote
Seq27573	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Silicofilosea	Silicofilosea
Seq27574	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Silicofilosea	Euglyphida
Seq27575	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Silicofilosea	Thaumatomonadida
Seq27576	Eukaryota	SAR	Rhizaria	Cercozoa	Imbricatea	Spongomonadida	Spongomonas
Seq27577	Eukaryota	SAR	Rhizaria	Cercozoa	Incertae Sedis	Incertae Sedis	Incertae Sedis
Seq27578	Eukaryota	SAR	Rhizaria	Cercozoa	Incertae Sedis	Cholamonas	Cholamonas cyrtodiopsidis
